DATE,Accommodation,Accommodation and Food Services,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Air Transportation,"Architectural, Engineering, and Related Services",Automotive Repair and Maintenance,Average Hourly Earnings of All Employees Construction,Average Hourly Earnings of All Employees Education and Health Services,Average Hourly Earnings of All Employees Financial Activities,Average Hourly Earnings of All Employees Goods Producing,Average Hourly Earnings of All Employees Leisure and Hospitality,Average Hourly Earnings of All Employees Manufacturing,Average Hourly Earnings of All Employees Other Services,Average Hourly Earnings of All Employees Professional and Business Services,Average Hourly Earnings of All Employees Total Private,"Average Hourly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Earnings of All Employees Construction,Average Weekly Earnings of All Employees Education and Health Services,Average Weekly Earnings of All Employees Financial Activities,Average Weekly Earnings of All Employees Leisure and Hospitality,Average Weekly Earnings of All Employees Manufacturing,Average Weekly Earnings of All Employees Other Services,Average Weekly Earnings of All Employees Private Service Providing,Average Weekly Earnings of All Employees Professional and Business Services,Average Weekly Earnings of All Employees Total Private,"Average Weekly Earnings of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of All Employees Construction,Average Weekly Hours of All Employees Education and Health Services,Average Weekly Hours of All Employees Financial Activities,Average Weekly Hours of All Employees Goods Producing,Average Weekly Hours of All Employees Leisure and Hospitality,Average Weekly Hours of All Employees Manufacturing,Average Weekly Hours of All Employees Other Services,Average Weekly Hours of All Employees Private Service Providing,Average Weekly Hours of All Employees Professional and Business Services,Average Weekly Hours of All Employees Total Private,"Average Weekly Hours of All Employees Trade, Transportation, and Utilities",Average Weekly Hours of Production Employees Manufacturing,Business Support Services,Construction,Couriers and Messengers,Education and Health Services,Educational Services,Federal Government,Financial Activities,Food Services and Drinking Places,Goods Producing ,Government,Health Care and Social Assistance,Information ,Investigation and Security Services,Legal Services ,Leisure and Hospitality,Local Government ,Management of Companies and Enterprises ,"Management, Scientific, and Technical Consulting Services",Manufacturing,Mining and Logging,"Mining, Logging, and Construction ",New Private Housing Units Authorized by Building Permits,Other Services,Personal and Laundry Services,Private Service Providing,Professional and Business Services,"Professional, Scientific and Tech Services",Real Estate Leasing and rental Services,Real Estate,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Retail Trade,Service-Providing,Services to Buildings and Dwellings,Social Assistance,State Government,Support Activities for Transportation,Total Nonfarm,Total Private,Transportation and Warehousing,Travel Arrangement and Reservation Services,Truck Transportation,Unemployment Rate,Utilities,Warehousing and Storage,Waste Management and Remediation Services,Water Transportation,Wholesale Trade
01-08-2006,157.1,767.9,50.8,623.9,603.3,30.4,94.9,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4,86,690,30.4,985.3,109.6,127.8,557.6,610.8,1112,1102.9,875.7,163.4,64.9,93.2,954.3,771.6,79.2,62.1,415.6,6.4,696.4,16485,327.2,80.7,5760.3,1152.9,449.8,182.7,134.2,167.2,1011.7,6863.2,156.2,109.9,203.5,48.3,7975.2,6872.3,227.8,38.9,50.4,3.6,24,29.9,20.6,12.2,356.1
01-09-2006,155.7,764.5,51.7,628.7,608,30.4,94.6,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4,86.6,688.1,31,992.7,114,128,555.6,608.8,1109.5,1115.1,878.7,162.4,64.6,92.7,949.7,772.4,79.4,62.3,414.9,6.5,694.6,12359,328.9,81.2,5766.7,1158.2,450.1,181.5,133.2,167.9,1010,6881.8,157.3,111,214.7,48.2,7991.3,6876.2,228.8,39.2,50.5,3.5,23.8,30,20.7,12.2,356.6
01-10-2006,154.3,759.5,50.9,618.9,598.5,30.1,94.3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,85.4,680.4,30.6,994.6,116.1,127.9,556.9,605.2,1098.3,1128.9,878.5,162.2,66.1,93,946.4,784.2,80,63.2,411.4,6.5,686.9,12902,329.3,81,5766,1150.1,451.2,181.6,133.4,168.5,1017.4,6894.9,155,110.8,216.8,48,7993.2,6864.3,228,38.7,50.4,3.2,23.7,30.3,20.4,12.4,357.4
01-11-2006,157.8,774.3,53.9,626.4,605.9,29.9,94.2,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,86.3,676.3,31.9,1001.2,117.9,128,557.9,616.5,1093.7,1136.7,883.3,163.2,66.8,93,965.5,791,80.6,64.1,410.8,6.6,682.9,10776,331.8,81.9,5846.2,1163.1,456.1,182,133.5,169.9,1050.3,6982.9,156.8,112.9,217.7,48.7,8076.6,6939.9,230.5,39.1,50.4,3.3,23.7,30.4,20.5,12.4,359
01-12-2006,159.8,781.1,59.3,628.7,608,30.3,94.4,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,86.6,672.6,37.8,1007,117.8,128.8,562.3,621.3,1091.4,1133.4,889.2,164,66.3,93.9,974.2,792,81.1,64.8,412.2,6.6,679.2,9982,333.8,82.9,5908.6,1174.3,464.5,183.9,135.1,171.1,1069.4,7042,157.3,113.8,212.6,49.4,8133.4,7000,238.3,39.2,50.9,3.2,23.5,30.4,20.7,12.5,361.8
01-01-2007,160.3,774.7,63.3,619.3,598.2,30.3,92.9,54.2,20.13,21.92,23.33,20.29,13.37,20.5,18.63,21.91,20.21,18.48,795.14,773.78,842.21,389.07,879.45,639.01,690.5,764.66,711.39,634.5,39.5,35.3,36.1,40.9,29.1,42.9,34.3,34.2,34.9,35.2,34.2,41.9,85.4,650,31.1,996.9,115.9,128.5,550.7,614.4,1063.3,1123.8,881,161.6,65.5,90.7,966.8,782.3,80.4,63.8,406.6,6.7,656.7,10064,333.6,82.1,5804.9,1155.5,455.8,177.1,128.7,173,1027.6,6928.7,155,112.2,213,48.8,7992,6868.2,228.7,38.6,49.5,3.6,23.3,30.2,21.1,12.3,360.2
01-02-2007,164.5,793.4,66.4,627.4,606.4,30.6,93.1,54.5,19.92,21.63,23.69,20.35,13.71,20.95,18.53,21.84,20.21,18.95,780.86,778.68,874.16,405.82,886.19,637.43,704.28,797.16,723.52,648.3,39.2,36,36.9,40.5,29.6,42.3,34.4,34.9,36.5,35.8,34.7,41.1,86.4,651,30.5,1007.9,120.2,127.4,554.3,628.9,1064.8,1135.1,887.7,162.6,65.2,91.7,989.2,790.3,81,65.1,407,6.8,657.8,10271,337.3,83.4,5858.8,1170.9,462.5,178,129.2,174.7,1022.3,6993.9,156.9,113.5,217.4,48.5,8058.7,6923.6,228.2,39.1,49.4,3.4,23.4,30.2,21,12.3,362.7
01-03-2007,167,811.1,66,637,615.9,30.7,93,55.2,20.39,21.65,23.48,20.41,13.76,20.48,16.97,21.84,20.17,19.13,821.72,775.07,852.32,399.04,858.11,576.98,690.12,790.61,712,631.6,40.3,35.8,36.3,40.9,29,41.9,34,34.3,36.2,35.3,33.5,40.3,87.5,655.1,30.8,1013.2,120.9,127,556.3,644.1,1068.6,1140.6,892.3,163.2,65.8,92.1,1011.8,793.8,81,65.9,406.8,6.7,661.8,12202,341.7,84.9,5913.7,1182,464,179.8,130.7,176.7,1028.8,7054.3,159.2,114.6,219.8,49,8122.9,6982.3,229.4,39.7,49.8,3.3,23.5,30.2,21.1,12.3,363.8
01-04-2007,166.2,806.3,63.1,624.9,604,30.8,92.7,54.9,19.91,21.58,22.57,20.07,13.31,20.25,17.27,22.72,20.05,19.14,814.32,779.04,868.95,397.97,846.45,587.18,701.75,849.73,721.8,652,40.9,36.1,38.5,41.3,29.9,41.8,34,35,37.4,36,33.8,40.6,86.1,637.3,30.4,1015.2,120.4,127.5,554,640.1,1048.1,1139.2,894.8,163.8,66.1,91.9,1006.9,792.7,80.8,66.3,404,6.8,644.1,10469,337.8,84.7,5887.6,1170.3,464.6,178.3,130,173.5,1023,7026.8,156.4,115.5,219,49.6,8074.9,6935.7,230.6,39,50,3.3,23.6,30.5,20.9,12.6,362.4
01-05-2007,165.5,804.2,53.2,628.3,607.3,31,93.2,55.1,19.91,22.26,23.19,20.11,13.99,20.33,17.42,22.43,20.35,19.3,778.48,774.65,837.16,390.32,849.79,592.28,697.68,841.13,714.29,659.3,39.1,34.8,36.1,40.3,27.9,41.8,34,34.2,37.5,35.1,34,40.5,86.5,636.9,30.5,1017.6,119,127.9,554.5,638.7,1047.2,1135.6,898.6,164.5,66,92.2,1001.6,795.7,80.8,66.8,403.5,6.8,643.7,10857,337.9,85,5886.7,1166.3,457.2,178.6,130.3,173,1027.5,7022.3,157.1,116,212,48.7,8069.5,6933.9,229.9,39.2,50.1,3.5,23.6,30.2,21,12.6,363.3
01-06-2007,165,796.2,54,621.7,600.6,31.1,94,55,19.67,22.4,23.81,20.07,13.72,20.51,17.42,23.02,20.54,19.47,743.53,806.4,873.83,393.76,857.32,585.31,715.86,870.16,727.12,670.3,37.8,36,36.7,39.5,28.7,41.8,33.6,34.7,37.8,35.4,34.1,41.6,85.7,639,30.8,1015.5,114.5,127.9,555.7,631.2,1048.8,1041,901,164.8,65.1,93.4,993.2,705.8,81,67.4,402.9,6.9,645.9,9910,338.7,84.7,5871.1,1164.1,461.4,179.5,131.2,174.1,1023,6912.1,155.5,115.3,207.3,49.2,7960.9,6919.9,229.3,38.8,50.2,4.1,23.7,29.9,21.1,12.5,363.1
01-07-2007,161.8,777.8,51,608.1,587.2,31,93.3,53.3,19.72,22.95,22.96,20.16,14.31,20.71,17.59,23.66,20.82,19.51,765.14,819.32,861,410.7,871.89,592.78,729.06,896.71,741.19,669.6,38.8,35.7,37.5,40.2,28.7,42.1,33.7,34.8,37.9,35.6,34.4,41.8,84.1,619,30.3,1002.3,108.7,128,552.2,616,1022.7,1041.1,893.6,163.1,65.9,92.4,972.1,705.9,80.6,66.5,397.1,6.6,625.6,8591,331.7,82.2,5788.1,1143.5,454.8,177.5,129.5,171.7,1013.2,6829.2,152.3,111.8,207.2,49,7851.9,6810.8,227.1,38,49.8,4.4,23.7,29.8,20.9,12.3,359.2
01-08-2007,160.9,779.6,52.2,609.8,588.8,31.2,92.8,53.5,19.86,23,22.19,20.84,14.15,22.08,18.07,23.71,20.81,19.09,766.6,800.4,823.25,399.03,920.74,610.77,715.52,896.24,732.51,664.6,38.6,34.8,37.1,39.9,28.2,41.7,33.8,34.4,37.8,35.2,34.3,41.4,84.3,616.2,30.5,1014,115.3,127.8,550.5,618.7,1019.2,1130.1,898.7,162.8,66.4,92.2,971.5,793.8,80.5,67.2,396.3,6.7,622.9,8832,331.2,82.5,5802,1147.1,456.8,177.7,129.9,170.7,1014.5,6932.1,152.7,113,208.5,49.4,7951.3,6821.2,227.5,38.1,49.7,4.5,23.8,29.3,21,12.2,359.1
01-09-2007,158.4,773.7,53.2,604.2,583.2,31.3,92.3,53.3,19.84,22.76,22.54,20.47,14.15,21.23,18.55,23.99,20.94,19.56,765.82,803.43,856.52,386.3,885.29,638.12,727.64,916.42,741.28,675.4,38.6,35.3,38,39.9,27.3,41.7,34.4,34.6,38.2,35.4,34.4,41.3,83.6,608.6,30.9,1021.9,120.2,127.7,547.3,615.3,1009.5,1138.2,901.7,161.4,66,91.6,963.4,793.5,80.6,66.5,394.3,6.6,615.2,6358,330.9,83.1,5790.1,1140.4,455.6,176.9,129.5,169.9,1013.9,6928.3,151.4,114.3,217,49.2,7937.8,6799.6,228.2,37.7,49.3,4.5,23.8,29.5,21,12.1,358.9
01-10-2007,157.2,767.6,52.1,600.4,579.6,31.3,91.9,52.9,19.98,22.73,22.28,20.47,13.74,21.06,19.17,23.27,20.64,19.16,763.24,793.28,824.36,384.72,873.99,640.28,706.91,879.61,722.4,649.1,38.2,34.9,37,39.6,28,41.5,33.4,34.2,37.8,35,33.7,41.1,83.1,593.2,31.1,1025.2,122.3,128.2,545.1,610.4,990.8,1145.6,902.9,161.2,67.3,91.8,959.9,798.5,81.2,68.3,391,6.6,599.8,6594,331.4,82.8,5790.6,1139.7,458.1,176.9,129.8,171.1,1016.2,6936.2,150.5,113.2,218.9,49.5,7927,6781.4,228.5,37.5,49.1,4.4,24,29.3,20.8,12.4,359.4
01-11-2007,160.8,781.7,53.9,602.5,581.6,31.5,91.6,53.3,20.11,22.37,22.73,20.88,13.49,21.91,19.24,23.82,20.74,19.19,800.38,807.56,820.55,379.07,907.07,661.86,710.35,895.63,730.05,637,39.8,36.1,36.1,40.5,28.1,41.4,34.4,34.3,37.6,35.2,33.5,41.1,83.4,587.2,32.7,1031.7,124.3,128.3,546,620.9,983.6,1151.3,907.4,161.2,68.3,91.6,978.8,802.9,81.9,68.7,389.7,6.7,593.9,5753,334,83.9,5864.9,1145.1,460.7,177.4,130.1,172.1,1051.6,7016.2,151,113.9,220.1,51,7999.8,6848.5,232.1,37.6,49,4.4,24,29.3,20.9,12.6,360.4
01-12-2007,163.3,788.5,59.8,597.5,576.6,31.8,91.4,53,20.54,22.37,23.88,20.77,13.8,21.11,20.66,24.31,21.45,18.81,823.65,785.19,888.34,390.54,935.17,729.3,749.17,921.35,765.77,645.6,40.1,35.1,37.2,41.9,28.3,44.3,35.3,34.7,37.9,35.7,34.6,41,82.8,581.2,37.5,1036.5,123.6,129.2,547.7,625.2,977.1,1149.4,912.9,161.7,67.6,92.4,986.3,803.7,82.2,69.5,389.2,6.7,587.9,5825,336.3,85,5906.2,1148.9,469.2,179.2,131.8,173.5,1065.5,7055.6,149.8,114,216.5,51.3,8032.7,6883.3,237.6,37.3,49.1,4.7,23.7,29.2,20.9,12.6,362
01-01-2008,161.7,779.7,65,556.4,536.1,31.8,89.1,51.8,20.25,18.61,22.79,20.92,14.06,21.77,20.93,23.71,20.64,18.78,785.7,640.18,829.56,378.21,894.75,715.81,720.65,1002.93,736.85,638.7,38.8,34.4,36.4,39.9,26.9,41.1,34.2,35,42.3,35.7,33.9,40.3,78.7,554.4,31.2,1026.7,121.1,128.5,537.4,618,945.2,1140.3,905.6,160.1,68.2,90,973.9,795.9,81.9,67.7,384.2,6.6,561,7314,332.9,84.4,5765.9,1102.2,463.9,173.9,127.2,172.6,1023.8,6906.2,146.3,112.2,215.9,50.6,7851.4,6711.1,228.9,35.6,47.7,5,23.6,28.9,20.3,12.7,356.4
01-02-2008,165.3,796.5,67.2,566,545.8,31.9,89.1,52.1,19.7,22.8,22.76,20.53,13.61,21.59,20.75,23.89,20.72,18.72,774.21,791.16,830.74,396.05,870.08,707.58,714.14,886.32,729.34,632.5,39.3,34.7,36.5,39.8,29.1,40.3,34.1,34.4,37.1,35.2,34.3,39.6,78.5,553.6,31,1036.3,124.3,128.8,538.2,631.2,944,1151.8,912,160.6,68.2,90.4,995.7,802.4,82.1,68.7,383.8,6.6,560.2,5870,335.4,85.2,5811.5,1117.3,469.2,174.3,127.4,173.9,1016.9,6963.3,146.6,113.7,220.6,50.9,7907.3,6755.5,229.4,36,47.5,4.8,23.7,29.1,20.2,12.7,358
01-03-2008,168.2,811.6,67.7,568,547.8,32.1,88.7,52.1,19.68,23.21,23.59,21.61,13.78,22.33,21.45,24.09,21.53,18.75,779.33,798.42,870.47,405.13,906.6,733.59,742.44,896.15,760.01,641.9,39.6,34.4,36.9,40.1,29.4,40.6,34.2,34.5,37.2,35.3,34.7,40.6,78.3,550.6,31.1,1040.8,126.3,128.8,538.2,643.4,938.8,1149.2,914.5,160.4,68.1,90.8,1013.7,803.1,82.3,69.4,381.7,6.5,557.1,5328,337.5,86.2,5840.8,1121.4,471.1,174.6,127.5,175.2,1017.8,6990,147.2,114.4,217.3,50.9,7928.8,6779.6,229.7,35.9,47.5,5,23.8,29.1,20.2,12.6,357.5
01-04-2008,166.8,803.9,63.1,560.3,540.1,31.9,87.2,51,19.7,21.77,23.05,20.91,14.35,22.15,22.09,24.25,20.94,18.56,750.57,768.48,839.02,417.59,879.36,766.52,720.68,889.98,732.9,640.4,38.1,35.3,36.4,38.9,29.1,39.7,34.7,34.4,36.7,35,34.3,40,77.4,531.1,30.5,1038.5,123.9,128.7,532.5,637.1,915.5,1146.9,914.6,159.1,68.1,90.1,1005.5,799.5,82.1,68.5,378,6.4,537.5,6294,333,84.8,5782.7,1104.1,461.7,172.8,125.8,173.5,1005.1,6929.6,145.8,114.1,218.7,49.9,7845.1,6698.2,227.4,35.7,47.4,4.8,23.8,28.8,20.2,12.6,353.7
01-05-2008,166.1,796.6,53.6,559.7,539.3,31.8,87.2,51.2,19.41,22.89,22.95,20.9,14.44,21.96,21.77,24.25,20.99,18.6,753.11,796.57,830.79,421.65,895.97,744.53,718.54,889.98,734.65,636.7,38.8,34.8,36.2,39.8,29.2,40.8,34.2,34.2,36.7,35,34.1,40.7,77.5,528.8,30.7,1041.2,123.1,129.1,531.8,630.5,911.9,1140.9,918.1,159.3,68,90.7,993.9,799.7,82.3,69,376.8,6.3,535.1,5454,332.1,85.1,5760.9,1095.9,453.9,172.9,125.6,172.1,1002.2,6901.8,146.6,114.6,212.1,49.2,7813.7,6672.8,226.5,35.1,47.3,5.5,24,28.8,20.4,12.5,354
01-06-2008,164.4,785.4,53.3,551.1,530.7,31.7,87.5,50.4,19.4,23.06,23.78,20.96,14.17,22.2,21.77,22.78,20.84,19,752.72,795.57,879.86,409.51,903.54,768.48,741.19,851.97,754.41,665.7,38.8,34.5,37,39.7,28.9,40.7,35.3,35.6,37.4,36.2,34.7,40.3,77.6,527.1,30.5,1034.3,118.3,129.5,529.7,621,908.8,1044.7,916,158.8,66.9,91.7,982.5,709.4,82.8,68.9,375.5,6.2,533.3,6562,330,84.2,5719,1088.7,454.8,172,125.3,171.6,995.2,6763.7,145.4,112.7,205.8,48.3,7672.5,6627.8,223.4,34.7,47.1,6.2,24.1,28.6,20.4,12.5,352.3
01-07-2008,161.4,764.9,50.1,536.4,515.9,31.4,86.2,48.6,20.31,22.86,23.22,21.27,14.04,22.49,20.73,23.87,20.75,18.89,794.12,804.67,849.85,404.35,892.85,713.11,718.97,876.03,734.55,651.8,39.1,35.2,36.6,39.5,28.8,39.7,34.4,34.8,36.7,35.4,34.5,39,76.8,511.1,30,1022.7,111.2,130.8,524.9,603.5,886.6,1043.8,911.5,157.9,67.4,90.8,959,709.4,83.1,68.9,369.4,6.1,517.2,4887,323,83,5632,1067.6,448.1,169.5,123.8,167.9,984.2,6675.8,142.9,109.1,203.6,47.8,7562.4,6518.6,220.8,34,46.3,6.8,24,28.5,20.5,12.4,347.9
01-08-2008,159.8,761,50.7,534.2,513.6,31.2,85.7,48.3,21.29,22.7,23.32,21.8,14.23,22.49,20.79,23.55,20.94,18.65,845.21,787.69,862.84,404.13,892.85,723.49,715.18,857.22,734.99,646.2,39.7,34.7,37,39.8,28.4,39.7,34.8,34.4,36.4,35.1,34.1,39.4,76.7,506,30.4,1030.5,115.8,129.9,522.4,601.2,880.1,1133.1,914.7,156.6,67.5,90.5,951.8,796.6,83.4,69.2,368,6.1,512.1,5825,321.3,83.1,5623.7,1066.5,448.9,168.6,123.5,166.4,982.8,6756.8,142.9,110.3,206.6,48.2,7636.9,6503.8,221,33,46.1,7.2,23.9,28.3,20.6,12.4,346.9
01-09-2008,156.4,752.7,51.7,531.8,511.1,31,84.8,47.9,20.54,22.79,23.39,21.26,14.28,21.82,20.5,23.14,20.94,18.73,842.14,793.09,865.43,391.27,874.98,715.45,709.92,842.3,730.81,641.2,41,34.8,37,40.6,27.4,40.1,34.9,34,36.4,34.9,34.1,40.3,76.7,501,30,1036.8,122.4,129.9,517.9,596.3,872.7,1142.2,914.4,154.3,67.3,90,938.8,796.6,83.3,69.1,365.7,6,507,5245,316.5,83,5593.4,1063.5,448.4,166.9,122.5,162.1,976.6,6735.6,141.7,110.8,215.7,47.3,7608.3,6466.1,219,32.1,45.8,7.1,24,28.1,20.7,12.2,346
01-10-2008,155.1,745,51.4,527.5,507,30.8,83.3,46.8,20.51,23.32,23.43,21.55,13.85,22.06,20.06,23.23,21.07,18.97,824.5,811.54,866.91,393.34,875.78,690.06,722.06,854.86,739.56,653.5,40.2,34.8,37,39.9,28.4,39.7,34.4,34.4,36.8,35.1,34.3,39.4,76.5,486.4,29.4,1042.9,127.6,130.9,513.9,589.9,852.8,1145.9,915.3,153.8,69.4,90.2,934.5,796.6,83.2,71,360.5,5.9,492.3,3634,313.3,82.2,5580.9,1059.7,449,164.7,121.2,160.8,975.3,6726.8,138.5,109.9,218.4,48.1,7579.6,6433.7,219.4,30.9,45.9,7.3,23.9,27.8,20.5,12.5,344.2
01-11-2008,157,752.6,54.9,519.9,499.7,30.9,82.2,46.5,20.48,23.33,24.44,21.57,13.9,22.57,19.79,23.34,21.27,19.02,804.86,821.22,914.06,397.54,864.43,682.76,736.33,856.58,748.7,662.5,39.3,35.2,37.4,38.8,28.6,38.3,34.5,34.7,36.7,35.2,35.1,39.2,76.9,475.4,30.7,1049.9,129.9,130.5,511.6,595.6,838.1,1144.8,920,153.4,69.9,89.9,945.1,796,83.3,70.7,356.9,5.8,481.2,3052,310.6,82.2,5604,1053.6,450.4,163.5,120.2,158.7,992.6,6748.8,136.3,110.7,218.3,48.1,7586.9,6442.1,220.5,30.5,45.7,7.6,24,27.7,20.2,12.5,342.7
01-12-2008,156.6,757,60.1,513.1,493.1,31.1,81.6,45.9,21.87,23.86,24.89,22.5,13.81,22.96,20.11,22.7,21.42,19.1,855.12,839.87,933.38,385.3,872.48,693.8,726.41,819.47,745.42,654.8,39.1,35.2,37.5,38.6,27.9,38,34.5,34.2,36.1,34.8,34.6,38.7,76.2,465.3,36,1054.4,129.3,130.9,512.1,600.4,823.5,1139.5,925.1,152.4,69.4,90.6,949,795.1,83.2,71.5,352.4,5.8,471.1,3178,308.5,82.5,5623.1,1052.5,456.2,163.7,120.7,157,1001.4,6762.6,134.3,110.9,213.5,48.9,7586.1,6446.6,226.3,30.6,45.6,8.1,24,27.3,20,12.6,342.5
01-01-2009,155.1,745.3,63.7,481.9,462.5,31,78.8,45.2,21.99,22.79,25.3,22.94,13.81,23.87,20.62,23.2,21.52,19.02,842.22,806.77,951.28,386.68,890.35,701.08,728.12,828.24,746.74,658.8,38.3,35.4,37.6,37.8,28,37.3,34,34.2,35.7,34.7,34.6,38.7,73.8,434.1,30.4,1037.4,126,131.1,497.7,590.2,784.9,1133.1,911.4,149.3,69.5,87.8,933.9,784.9,82.5,68.2,345.1,5.7,439.8,2849,304.7,81.4,5459.7,1009.1,444.7,158.1,115.9,155.8,953.5,6592.8,129.6,109.6,217.1,47.7,7377.7,6244.6,216.9,28.7,44.2,9,23.7,26.9,19.4,12.2,333.5
01-02-2009,155.7,757.3,65.3,482.6,463.3,31.1,77.7,45.4,21.58,22.75,26.76,22.72,13.81,23.93,20.61,23.44,21.68,19.08,850.25,812.18,998.15,392.2,904.55,696.62,742.44,850.87,758.8,659.9,39.4,35.7,37.3,38.7,28.4,37.8,33.8,34.5,36.3,35,35.1,37.9,73.8,426.2,28.9,1044.2,127.6,130.8,495.7,601.6,771.5,1139.2,916.6,148.9,69.9,87.9,948.5,789.6,82,68.5,339.7,5.6,431.8,3478,304.8,81.8,5466.4,1009.9,445.3,157.4,115.6,155.4,943.8,6605.6,128.6,111.4,218.8,47.4,7377.1,6237.9,214.6,28.9,43.5,9.5,23.7,26.7,19.3,12.4,332.3
01-03-2009,155.9,771.9,63.6,482.6,463.5,31.1,76.9,45.6,21.82,22.97,26.73,23.24,13.98,24.67,20.85,23.52,21.6,19.18,853.16,820.03,994.36,394.24,937.46,713.07,734.1,849.07,753.84,663.4,39.1,35.7,37.2,38.5,28.2,38,34.2,34.4,36.1,34.9,35,38.3,72.3,421.4,28.6,1048.3,129.5,131,493.9,616,762.4,1136.9,918.8,147.9,70,88.2,964.4,789,81.7,68.8,335.5,5.5,426.9,3260,305.6,81.9,5473,1007.2,442.9,157.2,115.6,155.5,939.5,6609.9,129.8,110.7,216.9,46.8,7372.3,6235.4,213.1,28.6,43,9.7,23.8,26.6,19.1,12.4,329.3
01-04-2009,155.3,767.6,61.3,481.1,462.1,30.9,75.4,45.7,21.85,22.88,27,22.69,14.52,24.17,20.8,23.5,21.37,18.73,836.86,816.82,1015.2,412.37,906.38,703.04,728.25,853.05,743.68,653.2,38.3,35.7,37.6,38,28.4,37.5,33.8,34.4,36.3,34.8,34.8,37.8,71.8,407,27.9,1048.1,128.7,139.4,491.3,612.3,741.3,1142.6,919.4,146.3,69.7,88.2,961.4,785,80.6,68.4,328.8,5.5,412.5,2281,305.2,81.6,5440.5,998.6,436.9,156.1,115.8,155.3,929.9,6583.1,132.6,110.8,218.2,46.4,7324.4,6181.8,210.3,28.3,42.2,9.5,23.7,26.3,19,12.1,325.7
01-05-2009,153.4,759.9,52.3,485.2,466.3,30.9,75.1,46,21.76,22.93,27.07,22.89,14.53,24.2,20.74,23.55,21.6,18.87,835.58,818.6,1015.13,405.39,907.5,703.09,732.22,852.51,749.52,660.3,38.4,35.7,37.5,38.1,27.9,37.5,33.9,34.2,36.2,34.7,34.9,38.1,71.6,402.8,28,1051.1,127.6,133.1,490.6,606.5,734.7,1130.5,923.5,145.5,70,88.7,947.7,786.4,80.4,68.8,326.4,5.5,408.3,2405,304.4,81.1,5419.2,993.4,427.8,155.6,115.5,154.7,929,6549.7,134.7,111.8,211,45.4,7284.4,6153.9,209.1,28.2,42.3,10.1,23.6,26.3,18.9,12.1,324.8
01-06-2009,151.2,748.4,52.6,483,463.9,30.7,74.9,45.4,21.73,23.51,26.8,22.52,14.17,24.05,20.68,23.54,21.38,18.67,843.12,829.9,1007.68,392.51,906.69,698.98,727.5,868.63,744.02,654.8,38.8,35.3,37.6,38.4,27.7,37.7,33.8,34.3,36.9,34.8,34.7,38,70.9,400.6,28.1,1044.8,122,131.4,490,597.2,730.6,1035.4,922.8,145.1,69.4,89.9,934.1,697.5,80.3,68.2,324.5,5.5,406.1,3597,302.9,80.5,5386.3,991.5,428.2,156.1,116.3,155,924.8,6421.7,136.2,110.3,206.5,45,7152.3,6116.9,207.4,28,42.1,10.8,23.5,26.2,19.1,11.9,322.2
01-07-2009,147.9,730.3,49,476.9,457.6,30.5,73.6,44.6,22.34,23.42,27.2,22.99,14.1,24.35,20.68,23.85,21.64,18.99,857.86,833.75,1020,397.62,908.26,694.85,739.34,880.07,757.4,663.3,38.4,35.6,37.5,38.9,28.2,37.3,33.6,34.5,36.9,35,34.8,37.6,70.2,390.8,27.5,1036.2,115.5,132.9,485.7,582.4,714.5,1034.2,920.7,142.9,70.3,89.5,913.3,694.8,79.1,68,318.3,5.4,396.2,3026,298.6,79.1,5315.1,977.1,421.1,154.3,115.2,153.4,915.4,6349.3,135.7,108.5,206.5,43.9,7063.8,6029.6,204.6,27.6,41.6,11,23.4,25.9,19.3,12.1,317.9
01-08-2009,146.5,725.7,49.7,476.5,457.3,30.4,73.3,44.6,22.44,23.54,27.88,23.12,13.94,24.52,20.36,23.93,21.8,19.22,861.7,828.61,1053.86,397.29,931.76,692.24,749.52,887.8,767.36,684.9,38.4,35.2,37.8,39.1,28.5,38,34,34.7,37.1,35.2,35,37.8,69.6,386,27.5,1043.1,119.8,131.7,483.7,579.2,708.3,1113.7,923.3,141.7,70.6,89.4,905.7,774.7,78.7,68.6,316.9,5.4,391.4,2802,297.5,78.9,5309.1,977.6,422.4,154.1,115.5,152.6,915.6,6422.8,135.9,108.3,207.3,43.8,7131.1,6017.4,203.9,27.2,41.3,11.1,23.3,25.8,19.2,12,317
